West Carleton SS,school_year,studentNo,first_name,last_name,oen_number,end_date,class_code
West Carleton SS,20132014,751587655,Leonard,Gamble,965878555,6/27/2014 00:00:00,1RESO.-05
West Carleton SS,20132014,751587655,Leonard,Gamble,965878555,6/27/2014 00:00:00,ENG4C.-02
West Carleton SS,20132014,751587655,Leonard,Gamble,965878555,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,101886508,Delilah,Conway,314491981,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,101886508,Delilah,Conway,314491981,6/27/2014 00:00:00,1RESO.-07
West Carleton SS,20132014,101886508,Delilah,Conway,314491981,6/27/2014 00:00:00,AVI2O.-02
West Carleton SS,20132014,101886508,Delilah,Conway,314491981,6/27/2014 00:00:00,CHC2D.-02
West Carleton SS,20132014,189439430,Geraldine,Chambers,750037269,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,189439430,Geraldine,Chambers,750037269,6/27/2014 00:00:00,HIP4O.-01
West Carleton SS,20132014,189439430,Geraldine,Chambers,750037269,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,189439430,Geraldine,Chambers,750037269,6/27/2014 00:00:00,MAP4C.-02
West Carleton SS,20132014,986490609,Destiny,Whitaker,69810225,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,986490609,Destiny,Whitaker,69810225,6/27/2014 00:00:00,CPW4U.-01
West Carleton SS,20132014,986490609,Destiny,Whitaker,69810225,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,495515880,Iris,Callahan,324901532,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,495515880,Iris,Callahan,324901532,6/27/2014 00:00:00,TCJ3C/4C.-02
West Carleton SS,20132014,495515880,Iris,Callahan,324901532,6/27/2014 00:00:00,TGJ3M/4M.-02
West Carleton SS,20132014,192632746,Piper,Fowler,629698895,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,192632746,Piper,Fowler,629698895,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,192632746,Piper,Fowler,629698895,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,192632746,Piper,Fowler,629698895,6/27/2014 00:00:00,ENG4C.-02
West Carleton SS,20132014,909757793,Gisela,Mclaughlin,64660677,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,909757793,Gisela,Mclaughlin,64660677,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,909757793,Gisela,Mclaughlin,64660677,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,909757793,Gisela,Mclaughlin,64660677,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,223167918,Xavier,Hayden,537213620,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,223167918,Xavier,Hayden,537213620,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,223167918,Xavier,Hayden,537213620,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,223167918,Xavier,Hayden,537213620,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,46022949,Raja,Cooper,714492847,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,46022949,Raja,Cooper,714492847,6/27/2014 00:00:00,MCR3U.-04
West Carleton SS,20132014,46022949,Raja,Cooper,714492847,6/27/2014 00:00:00,RCR2O.-08
West Carleton SS,20132014,46022949,Raja,Cooper,714492847,6/27/2014 00:00:00,SCH3U.-02
West Carleton SS,20132014,336661537,Avram,Hopper,575752199,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,336661537,Avram,Hopper,575752199,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,336661537,Avram,Hopper,575752199,6/27/2014 00:00:00,RCR2O.-04
West Carleton SS,20132014,252005803,Oliver,Robles,384147228,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,252005803,Oliver,Robles,384147228,6/27/2014 00:00:00,COP34D-02
West Carleton SS,20132014,597249346,Denton,Edwards,706298847,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,597249346,Denton,Edwards,706298847,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,597249346,Denton,Edwards,706298847,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,597249346,Denton,Edwards,706298847,6/27/2014 00:00:00,PPL3OP/4OP.-02
West Carleton SS,20132014,230385444,Brynn,Yang,110736169,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,230385444,Brynn,Yang,110736169,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,230385444,Brynn,Yang,110736169,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,230385444,Brynn,Yang,110736169,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,410945464,Simone,Watkins,818052415,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,410945464,Simone,Watkins,818052415,6/27/2014 00:00:00,IDP4O.-01
West Carleton SS,20132014,410945464,Simone,Watkins,818052415,6/27/2014 00:00:00,MCR3U.-06
West Carleton SS,20132014,410945464,Simone,Watkins,818052415,6/27/2014 00:00:00,SBI3U.-04
West Carleton SS,20132014,145216927,Justine,Small,560138848,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,145216927,Justine,Small,560138848,6/27/2014 00:00:00,AWQ4M.-02
West Carleton SS,20132014,145216927,Justine,Small,560138848,6/27/2014 00:00:00,ENG3U.-08
West Carleton SS,20132014,145216927,Justine,Small,560138848,6/27/2014 00:00:00,MCF3M.-03
West Carleton SS,20132014,905323922,Angela,Noble,701594065,6/27/2014 00:00:00,1ELE1-02
West Carleton SS,20132014,905323922,Angela,Noble,701594065,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,905323922,Angela,Noble,701594065,6/27/2014 00:00:00,AWQ4M.-02
West Carleton SS,20132014,905323922,Angela,Noble,701594065,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,214076429,Zenaida,Herring,754723769,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,214076429,Zenaida,Herring,754723769,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,214076429,Zenaida,Herring,754723769,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,214076429,Zenaida,Herring,754723769,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,201623900,Lunea,Lane,629428296,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,201623900,Lunea,Lane,629428296,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,201623900,Lunea,Lane,629428296,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,201623900,Lunea,Lane,629428296,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,656118648,Raymond,Cleveland,254814605,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,656118648,Raymond,Cleveland,254814605,6/27/2014 00:00:00,ENG3C.-03
West Carleton SS,20132014,656118648,Raymond,Cleveland,254814605,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,656118648,Raymond,Cleveland,254814605,6/27/2014 00:00:00,HPC3O.-02
West Carleton SS,20132014,227450189,Robert,Gentry,142602261,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,227450189,Robert,Gentry,142602261,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,227450189,Robert,Gentry,142602261,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,753361027,Ciaran,Hodges,276781664,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,753361027,Ciaran,Hodges,276781664,6/27/2014 00:00:00,FSF4U.-01
West Carleton SS,20132014,753361027,Ciaran,Hodges,276781664,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,753361027,Ciaran,Hodges,276781664,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,748944355,Paki,Salazar,568221810,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,748944355,Paki,Salazar,568221810,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,748944355,Paki,Salazar,568221810,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,748944355,Paki,Salazar,568221810,6/27/2014 00:00:00,TGJ3M/4M.-02
West Carleton SS,20132014,22840971,Geraldine,Mcleod,55752138,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,22840971,Geraldine,Mcleod,55752138,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,22840971,Geraldine,Mcleod,55752138,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,298863878,Steel,Noel,510119727,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,298863878,Steel,Noel,510119727,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,298863878,Steel,Noel,510119727,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,797986819,Rebecca,Langley,919005003,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,797986819,Rebecca,Langley,919005003,6/27/2014 00:00:00,ADA3M/4M.-02
West Carleton SS,20132014,797986819,Rebecca,Langley,919005003,6/27/2014 00:00:00,CHW3M.-02
West Carleton SS,20132014,797986819,Rebecca,Langley,919005003,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,105241143,George,Sweet,675866457,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,105241143,George,Sweet,675866457,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,105241143,George,Sweet,675866457,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,105241143,George,Sweet,675866457,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,628588322,Eleanor,Keller,631370986,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,628588322,Eleanor,Keller,631370986,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,628588322,Eleanor,Keller,631370986,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,752543312,Barry,Roy,440650421,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,752543312,Barry,Roy,440650421,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,752543312,Barry,Roy,440650421,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,752543312,Barry,Roy,440650421,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,666274886,Helen,Huff,460211721,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,666274886,Helen,Huff,460211721,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,666274886,Helen,Huff,460211721,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,666274886,Helen,Huff,460211721,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,305579799,Hannah,Perry,884009383,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,305579799,Hannah,Perry,884009383,6/27/2014 00:00:00,ATU3M/4M.-01
West Carleton SS,20132014,305579799,Hannah,Perry,884009383,6/27/2014 00:00:00,ENG4C.-02
West Carleton SS,20132014,305579799,Hannah,Perry,884009383,6/27/2014 00:00:00,MAP4C.-02
West Carleton SS,20132014,11980812,Leroy,Parrish,409452125,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,11980812,Leroy,Parrish,409452125,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,11980812,Leroy,Parrish,409452125,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,11980812,Leroy,Parrish,409452125,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,867625476,Camille,Holmes,528036046,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,867625476,Camille,Holmes,528036046,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,867625476,Camille,Holmes,528036046,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,867625476,Camille,Holmes,528036046,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,132581176,Robin,Holcomb,506999184,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,132581176,Robin,Holcomb,506999184,6/27/2014 00:00:00,ICS3U/4U.-02
West Carleton SS,20132014,132581176,Robin,Holcomb,506999184,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,132581176,Robin,Holcomb,506999184,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,319064453,Rama,Ward,932271846,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,319064453,Rama,Ward,932271846,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,319064453,Rama,Ward,932271846,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,319064453,Rama,Ward,932271846,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,978290136,Molly,Walton,329360475,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,978290136,Molly,Walton,329360475,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,978290136,Molly,Walton,329360475,6/27/2014 00:00:00,ENG4U.-05
West Carleton SS,20132014,978290136,Molly,Walton,329360475,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,822395790,Janna,Sutton,517736740,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,822395790,Janna,Sutton,517736740,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,822395790,Janna,Sutton,517736740,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,799146172,Arden,Mason,425637747,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,799146172,Arden,Mason,425637747,6/27/2014 00:00:00,ADA3M/4M.-02
West Carleton SS,20132014,799146172,Arden,Mason,425637747,6/27/2014 00:00:00,ATC3M/4M.-02
West Carleton SS,20132014,799146172,Arden,Mason,425637747,6/27/2014 00:00:00,ATU3M/4M.-01
West Carleton SS,20132014,635124475,Quincy,Kent,929812623,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,635124475,Quincy,Kent,929812623,6/27/2014 00:00:00,ENG4U.-05
West Carleton SS,20132014,635124475,Quincy,Kent,929812623,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,635124475,Quincy,Kent,929812623,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,726816605,Adrian,Henson,375129840,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,726816605,Adrian,Henson,375129840,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,726816605,Adrian,Henson,375129840,6/27/2014 00:00:00,ENG4U.-05
West Carleton SS,20132014,726816605,Adrian,Henson,375129840,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,779336413,Casey,Riggs,217977536,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,779336413,Casey,Riggs,217977536,6/27/2014 00:00:00,COP3AD-02
West Carleton SS,20132014,779336413,Casey,Riggs,217977536,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,160072464,Lee,Graves,123729155,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,160072464,Lee,Graves,123729155,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,160072464,Lee,Graves,123729155,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,160072464,Lee,Graves,123729155,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,715229298,September,Holland,815983207,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,325636739,Martena,Erickson,713899702,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,325636739,Martena,Erickson,713899702,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,325636739,Martena,Erickson,713899702,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,325636739,Martena,Erickson,713899702,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,330983738,Pandora,Duffy,288991693,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,330983738,Pandora,Duffy,288991693,6/27/2014 00:00:00,ENG4U.-04
West Carleton SS,20132014,330983738,Pandora,Duffy,288991693,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,330983738,Pandora,Duffy,288991693,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,543731017,Eric,Workman,721642030,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,543731017,Eric,Workman,721642030,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,543731017,Eric,Workman,721642030,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,543731017,Eric,Workman,721642030,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,867394461,Cherokee,Barr,973270489,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,867394461,Cherokee,Barr,973270489,6/27/2014 00:00:00,ATU3M/4M.-01
West Carleton SS,20132014,867394461,Cherokee,Barr,973270489,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,867394461,Cherokee,Barr,973270489,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,317795304,Breanna,Lloyd,163603384,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,317795304,Breanna,Lloyd,163603384,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,317795304,Breanna,Lloyd,163603384,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,317795304,Breanna,Lloyd,163603384,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,437748197,Octavius,Chase,176585546,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,437748197,Octavius,Chase,176585546,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,437748197,Octavius,Chase,176585546,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,437748197,Octavius,Chase,176585546,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,460697127,Aphrodite,Holden,795027320,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,460697127,Aphrodite,Holden,795027320,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,460697127,Aphrodite,Holden,795027320,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,972470163,Oliver,Norris,820534613,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,972470163,Oliver,Norris,820534613,6/27/2014 00:00:00,BAF3M.-02
West Carleton SS,20132014,972470163,Oliver,Norris,820534613,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,972470163,Oliver,Norris,820534613,6/27/2014 00:00:00,HSP3U.-03
West Carleton SS,20132014,99200030,Drake,Barry,347739750,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,99200030,Drake,Barry,347739750,6/27/2014 00:00:00,ENG4C.-02
West Carleton SS,20132014,99200030,Drake,Barry,347739750,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,99200030,Drake,Barry,347739750,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,538888305,Robin,Mcbride,418919475,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,538888305,Robin,Mcbride,418919475,6/27/2014 00:00:00,ENG4U.-05
West Carleton SS,20132014,538888305,Robin,Mcbride,418919475,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,538888305,Robin,Mcbride,418919475,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,342381013,Guy,Trevino,461259908,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,342381013,Guy,Trevino,461259908,6/27/2014 00:00:00,MCV4U.-02
West Carleton SS,20132014,342381013,Guy,Trevino,461259908,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,342381013,Guy,Trevino,461259908,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,633171377,Derek,Farmer,38743603,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,633171377,Derek,Farmer,38743603,6/27/2014 00:00:00,TDJ3M.-01
West Carleton SS,20132014,633171377,Derek,Farmer,38743603,6/27/2014 00:00:00,TWJ4E.-01
West Carleton SS,20132014,93167704,Hollee,May,824516925,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,93167704,Hollee,May,824516925,6/27/2014 00:00:00,FIF4U.-02
West Carleton SS,20132014,93167704,Hollee,May,824516925,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,93167704,Hollee,May,824516925,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,221905029,Kennan,Mcguire,395504689,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,221905029,Kennan,Mcguire,395504689,6/27/2014 00:00:00,ATU3M/4M.-01
West Carleton SS,20132014,221905029,Kennan,Mcguire,395504689,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,221905029,Kennan,Mcguire,395504689,6/27/2014 00:00:00,MAP4C.-02
West Carleton SS,20132014,691105231,Laith,Suarez,769436653,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,691105231,Laith,Suarez,769436653,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,691105231,Laith,Suarez,769436653,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,691105231,Laith,Suarez,769436653,6/27/2014 00:00:00,HHS4U.-02
West Carleton SS,20132014,332987797,Sybill,Head,913825138,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,332987797,Sybill,Head,913825138,6/27/2014 00:00:00,ATU3M/4M.-01
West Carleton SS,20132014,332987797,Sybill,Head,913825138,6/27/2014 00:00:00,EWC4U.-01
West Carleton SS,20132014,332987797,Sybill,Head,913825138,6/27/2014 00:00:00,TGJ3M/4M.-02
West Carleton SS,20132014,64320272,Amir,Morton,234463292,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,64320272,Amir,Morton,234463292,6/27/2014 00:00:00,MCV4U.-03
West Carleton SS,20132014,64320272,Amir,Morton,234463292,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,64320272,Amir,Morton,234463292,6/27/2014 00:00:00,SCH4U.-02
West Carleton SS,20132014,913228616,Brittany,Turner,453135549,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,913228616,Brittany,Turner,453135549,6/27/2014 00:00:00,FSF4U.-01
West Carleton SS,20132014,913228616,Brittany,Turner,453135549,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,913228616,Brittany,Turner,453135549,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,616526267,Lareina,Roach,209183842,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,616526267,Lareina,Roach,209183842,6/27/2014 00:00:00,ENG3C.-03
West Carleton SS,20132014,616526267,Lareina,Roach,209183842,6/27/2014 00:00:00,GPP3O/3OF-02
West Carleton SS,20132014,616526267,Lareina,Roach,209183842,6/27/2014 00:00:00,MBF3C.-02
West Carleton SS,20132014,383375830,Avram,French,644143279,6/27/2014 00:00:00,1KIC1.-02
West Carleton SS,20132014,383375830,Avram,French,644143279,6/27/2014 00:00:00,ENG4U.-05
West Carleton SS,20132014,383375830,Avram,French,644143279,6/27/2014 00:00:00,MCV4U.-03
