West Carleton SS,school_year,studentNo,first_name,last_name,oen_number,end_date,class_code
West Carleton SS,20122013,298863878,Steel,Noel,510119727,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,298863878,Steel,Noel,510119727,28/06/2013 00:00:00,COP3AD-03
West Carleton SS,20122013,298863878,Steel,Noel,510119727,28/06/2013 00:00:00,RCR2O.-07
West Carleton SS,20122013,797986819,Rebecca,Langley,919005003,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,797986819,Rebecca,Langley,919005003,28/06/2013 00:00:00,ENG3U.-01
West Carleton SS,20122013,797986819,Rebecca,Langley,919005003,28/06/2013 00:00:00,FSF3U/4U.-01
West Carleton SS,20122013,797986819,Rebecca,Langley,919005003,28/06/2013 00:00:00,SCH4U.-01
West Carleton SS,20122013,105241143,George,Sweet,675866457,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,105241143,George,Sweet,675866457,28/06/2013 00:00:00,ENG4U.-06
West Carleton SS,20122013,105241143,George,Sweet,675866457,28/06/2013 00:00:00,PSE4U.-01
West Carleton SS,20122013,105241143,George,Sweet,675866457,28/06/2013 00:00:00,SBI4U.-02
West Carleton SS,20122013,628588322,Eleanor,Keller,631370986,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,628588322,Eleanor,Keller,631370986,28/06/2013 00:00:00,MCV4U.-01
West Carleton SS,20122013,628588322,Eleanor,Keller,631370986,28/06/2013 00:00:00,SCH4C.-01
West Carleton SS,20122013,628588322,Eleanor,Keller,631370986,28/06/2013 00:00:00,TGJ3M/4M.-01
West Carleton SS,20122013,752543312,Barry,Roy,440650421,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,666274886,Helen,Huff,460211721,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,666274886,Helen,Huff,460211721,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,666274886,Helen,Huff,460211721,28/06/2013 00:00:00,MDM4U.-02
West Carleton SS,20122013,666274886,Helen,Huff,460211721,28/06/2013 00:00:00,SCH4U.-01
West Carleton SS,20122013,305579799,Hannah,Perry,884009383,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,305579799,Hannah,Perry,884009383,28/06/2013 00:00:00,BAT4M.-01
West Carleton SS,20122013,305579799,Hannah,Perry,884009383,28/06/2013 00:00:00,ENG4U.-06
West Carleton SS,20122013,305579799,Hannah,Perry,884009383,28/06/2013 00:00:00,MCV4U.-01
West Carleton SS,20122013,11980812,Leroy,Parrish,409452125,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,11980812,Leroy,Parrish,409452125,28/06/2013 00:00:00,ENG4U.-06
West Carleton SS,20122013,11980812,Leroy,Parrish,409452125,28/06/2013 00:00:00,PSE4U.-01
West Carleton SS,20122013,11980812,Leroy,Parrish,409452125,28/06/2013 00:00:00,SBI4U.-02
West Carleton SS,20122013,867625476,Camille,Holmes,528036046,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,132581176,Robin,Holcomb,506999184,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,132581176,Robin,Holcomb,506999184,28/06/2013 00:00:00,AWQ4M.-01
West Carleton SS,20122013,132581176,Robin,Holcomb,506999184,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,132581176,Robin,Holcomb,506999184,28/06/2013 00:00:00,TGJ3M/4M.-01
West Carleton SS,20122013,319064453,Rama,Ward,932271846,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,319064453,Rama,Ward,932271846,28/06/2013 00:00:00,HIR3C.-01
West Carleton SS,20122013,319064453,Rama,Ward,932271846,28/06/2013 00:00:00,HZB3O.-01
West Carleton SS,20122013,319064453,Rama,Ward,932271846,28/06/2013 00:00:00,TGJ3M/4M.-01
West Carleton SS,20122013,978290136,Molly,Walton,329360475,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,978290136,Molly,Walton,329360475,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,978290136,Molly,Walton,329360475,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,978290136,Molly,Walton,329360475,28/06/2013 00:00:00,MAP4C.-03
West Carleton SS,20122013,822395790,Janna,Sutton,517736740,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,822395790,Janna,Sutton,517736740,28/06/2013 00:00:00,MAP4C.-02
West Carleton SS,20122013,822395790,Janna,Sutton,517736740,28/06/2013 00:00:00,SCH4C.-01
West Carleton SS,20122013,822395790,Janna,Sutton,517736740,28/06/2013 00:00:00,TTJ4C.-01
West Carleton SS,20122013,799146172,Arden,Mason,425637747,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,799146172,Arden,Mason,425637747,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,799146172,Arden,Mason,425637747,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,799146172,Arden,Mason,425637747,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,635124475,Quincy,Kent,929812623,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,635124475,Quincy,Kent,929812623,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,635124475,Quincy,Kent,929812623,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,635124475,Quincy,Kent,929812623,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,726816605,Adrian,Henson,375129840,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,726816605,Adrian,Henson,375129840,28/06/2013 00:00:00,BAT4M.-01
West Carleton SS,20122013,726816605,Adrian,Henson,375129840,28/06/2013 00:00:00,ENG4U.-02
West Carleton SS,20122013,726816605,Adrian,Henson,375129840,28/06/2013 00:00:00,MDM4U.-02
West Carleton SS,20122013,779336413,Casey,Riggs,217977536,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,779336413,Casey,Riggs,217977536,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,779336413,Casey,Riggs,217977536,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,779336413,Casey,Riggs,217977536,28/06/2013 00:00:00,ENG4U.-04
West Carleton SS,20122013,160072464,Lee,Graves,123729155,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,160072464,Lee,Graves,123729155,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,160072464,Lee,Graves,123729155,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,160072464,Lee,Graves,123729155,28/06/2013 00:00:00,IDP4O.-01
West Carleton SS,20122013,715229298,September,Holland,815983207,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,715229298,September,Holland,815983207,28/06/2013 00:00:00,ENG4U.-04
West Carleton SS,20122013,715229298,September,Holland,815983207,28/06/2013 00:00:00,ICS3U/4U.-02
West Carleton SS,20122013,715229298,September,Holland,815983207,28/06/2013 00:00:00,MCV4U.-02
West Carleton SS,20122013,325636739,Martena,Erickson,713899702,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,325636739,Martena,Erickson,713899702,28/06/2013 00:00:00,COP3AD-01
West Carleton SS,20122013,330983738,Pandora,Duffy,288991693,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,330983738,Pandora,Duffy,288991693,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,330983738,Pandora,Duffy,288991693,28/06/2013 00:00:00,MCV4U.-02
West Carleton SS,20122013,330983738,Pandora,Duffy,288991693,28/06/2013 00:00:00,SCH4U.-01
West Carleton SS,20122013,543731017,Eric,Workman,721642030,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,543731017,Eric,Workman,721642030,28/06/2013 00:00:00,CLU3M.-02
West Carleton SS,20122013,543731017,Eric,Workman,721642030,28/06/2013 00:00:00,PAF2O/3O.-03
West Carleton SS,20122013,543731017,Eric,Workman,721642030,28/06/2013 00:00:00,SCH4C.-01
West Carleton SS,20122013,867394461,Cherokee,Barr,973270489,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,867394461,Cherokee,Barr,973270489,28/06/2013 00:00:00,ATC3M/4M.-02
West Carleton SS,20122013,867394461,Cherokee,Barr,973270489,28/06/2013 00:00:00,ENG3U.-03
West Carleton SS,20122013,867394461,Cherokee,Barr,973270489,28/06/2013 00:00:00,GPP3O/OF.-02
West Carleton SS,20122013,317795304,Breanna,Lloyd,163603384,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,317795304,Breanna,Lloyd,163603384,28/06/2013 00:00:00,ADB4M.-01
West Carleton SS,20122013,317795304,Breanna,Lloyd,163603384,28/06/2013 00:00:00,ATU4M.-01
West Carleton SS,20122013,317795304,Breanna,Lloyd,163603384,28/06/2013 00:00:00,ENG4U.-04
West Carleton SS,20122013,437748197,Octavius,Chase,176585546,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,437748197,Octavius,Chase,176585546,28/06/2013 00:00:00,ENG4U.-06
West Carleton SS,20122013,437748197,Octavius,Chase,176585546,28/06/2013 00:00:00,FIF4U.-02
West Carleton SS,20122013,437748197,Octavius,Chase,176585546,28/06/2013 00:00:00,SCH4U.-01
West Carleton SS,20122013,460697127,Aphrodite,Holden,795027320,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,460697127,Aphrodite,Holden,795027320,28/06/2013 00:00:00,AVI3M/4M.-01
West Carleton SS,20122013,460697127,Aphrodite,Holden,795027320,28/06/2013 00:00:00,MAP4C.-02
West Carleton SS,20122013,460697127,Aphrodite,Holden,795027320,28/06/2013 00:00:00,SCH4C.-01
West Carleton SS,20122013,972470163,Oliver,Norris,820534613,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,972470163,Oliver,Norris,820534613,28/06/2013 00:00:00,AWQ4M.-01
West Carleton SS,20122013,972470163,Oliver,Norris,820534613,28/06/2013 00:00:00,ENG4U.-06
West Carleton SS,20122013,972470163,Oliver,Norris,820534613,28/06/2013 00:00:00,GPP3O/OF.-02
West Carleton SS,20122013,99200030,Drake,Barry,347739750,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,99200030,Drake,Barry,347739750,28/06/2013 00:00:00,CHY4C.-01
West Carleton SS,20122013,99200030,Drake,Barry,347739750,28/06/2013 00:00:00,IDP4O.-01
West Carleton SS,20122013,99200030,Drake,Barry,347739750,28/06/2013 00:00:00,MAP4C.-02
West Carleton SS,20122013,538888305,Robin,Mcbride,418919475,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,538888305,Robin,Mcbride,418919475,28/06/2013 00:00:00,AWQ4M.-01
West Carleton SS,20122013,538888305,Robin,Mcbride,418919475,28/06/2013 00:00:00,AWS3O.-01
West Carleton SS,20122013,538888305,Robin,Mcbride,418919475,28/06/2013 00:00:00,CHY4C.-01
West Carleton SS,20122013,342381013,Guy,Trevino,461259908,28/06/2013 00:00:00,1KICS1-02
West Carleton SS,20122013,342381013,Guy,Trevino,461259908,28/06/2013 00:00:00,ENG4U.-04
West Carleton SS,20122013,342381013,Guy,Trevino,461259908,28/06/2013 00:00:00,MCV4U.-02
West Carleton SS,20122013,342381013,Guy,Trevino,461259908,28/06/2013 00:00:00,SCH4U.-01
West Carleton SS,20122013,633171377,Derek,Farmer,38743603,28/06/2013 00:00:00,1RESO.-02
West Carleton SS,20122013,633171377,Derek,Farmer,38743603,28/06/2013 00:00:00,ENG1P.-01
West Carleton SS,20122013,633171377,Derek,Farmer,38743603,28/06/2013 00:00:00,GLC2O.-07
West Carleton SS,20122013,633171377,Derek,Farmer,38743603,28/06/2013 00:00:00,TTJ2O.-02
West Carleton SS,20122013,93167704,Hollee,May,824516925,28/06/2013 00:00:00,1RESO.-02
West Carleton SS,20122013,93167704,Hollee,May,824516925,28/06/2013 00:00:00,CHY4C.-01
West Carleton SS,20122013,93167704,Hollee,May,824516925,28/06/2013 00:00:00,HIR3C.-01
West Carleton SS,20122013,93167704,Hollee,May,824516925,28/06/2013 00:00:00,MEL4E.-01
West Carleton SS,20122013,221905029,Kennan,Mcguire,395504689,28/06/2013 00:00:00,1RESO.-08
West Carleton SS,20122013,221905029,Kennan,Mcguire,395504689,28/06/2013 00:00:00,ENG2P.-02
West Carleton SS,20122013,221905029,Kennan,Mcguire,395504689,28/06/2013 00:00:00,MFM2P.-03
West Carleton SS,20122013,221905029,Kennan,Mcguire,395504689,28/06/2013 00:00:00,PAF2O/3O.-01
West Carleton SS,20122013,691105231,Laith,Suarez,769436653,16/04/2013 00:00:00,1RESO.-08
West Carleton SS,20122013,691105231,Laith,Suarez,769436653,16/04/2013 00:00:00,AVI2O.-01
West Carleton SS,20122013,691105231,Laith,Suarez,769436653,16/04/2013 00:00:00,CHC2P.-02
West Carleton SS,20122013,691105231,Laith,Suarez,769436653,16/04/2013 00:00:00,GLC2O.-05
West Carleton SS,20122013,332987797,Sybill,Head,913825138,28/06/2013 00:00:00,1RESO.-08
West Carleton SS,20122013,332987797,Sybill,Head,913825138,28/06/2013 00:00:00,ENG3U.-05
West Carleton SS,20122013,332987797,Sybill,Head,913825138,28/06/2013 00:00:00,MBF3C.-03
West Carleton SS,20122013,332987797,Sybill,Head,913825138,28/06/2013 00:00:00,SNC2D.-04
West Carleton SS,20122013,64320272,Amir,Morton,234463292,28/06/2013 00:00:00,ADA1O.-01
West Carleton SS,20122013,64320272,Amir,Morton,234463292,28/06/2013 00:00:00,FSF1D.-02
West Carleton SS,20122013,64320272,Amir,Morton,234463292,28/06/2013 00:00:00,MPM1D.-04
West Carleton SS,20122013,64320272,Amir,Morton,234463292,28/06/2013 00:00:00,PPL1OQ-06
West Carleton SS,20122013,913228616,Brittany,Turner,453135549,28/06/2013 00:00:00,ADA1O.-01
West Carleton SS,20122013,913228616,Brittany,Turner,453135549,28/06/2013 00:00:00,MFM1P.-04
West Carleton SS,20122013,913228616,Brittany,Turner,453135549,28/06/2013 00:00:00,PPL1OQ-06
West Carleton SS,20122013,913228616,Brittany,Turner,453135549,28/06/2013 00:00:00,TIJ1O.-01
